person,img_path,img_name
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0020.jpg,Winona_Ryder_0020.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0007.jpg,Winona_Ryder_0007.jpg
Wolfgang_Schuessel,data/raw\Wolfgang_Schuessel\Wolfgang_Schuessel_0004.jpg,Wolfgang_Schuessel_0004.jpg
Wolfgang_Schuessel,data/raw\Wolfgang_Schuessel\Wolfgang_Schuessel_0001.jpg,Wolfgang_Schuessel_0001.jpg
Wolfgang_Schuessel,data/raw\Wolfgang_Schuessel\Wolfgang_Schuessel_0003.jpg,Wolfgang_Schuessel_0003.jpg
Woody_Allen,data/raw\Woody_Allen\Woody_Allen_0005.jpg,Woody_Allen_0005.jpg
Woody_Allen,data/raw\Woody_Allen\Woody_Allen_0003.jpg,Woody_Allen_0003.jpg
Woody_Allen,data/raw\Woody_Allen\Woody_Allen_0001.jpg,Woody_Allen_0001.jpg
Woody_Allen,data/raw\Woody_Allen\Woody_Allen_0004.jpg,Woody_Allen_0004.jpg
Yevgeny_Kafelnikov,data/raw\Yevgeny_Kafelnikov\Yevgeny_Kafelnikov_0004.jpg,Yevgeny_Kafelnikov_0004.jpg
Yevgeny_Kafelnikov,data/raw\Yevgeny_Kafelnikov\Yevgeny_Kafelnikov_0001.jpg,Yevgeny_Kafelnikov_0001.jpg
Yevgeny_Kafelnikov,data/raw\Yevgeny_Kafelnikov\Yevgeny_Kafelnikov_0003.jpg,Yevgeny_Kafelnikov_0003.jpg
Yuri_Malenchenko,data/raw\Yuri_Malenchenko\Yuri_Malenchenko_0001.jpg,Yuri_Malenchenko_0001.jpg
